1._Nombre_de_encuestador,2._Fecha_y_Hora_inicio,"3._Buenos_dias/_tardes,_mi_nombre_es__________________soy_encuestador/a_y_junto_a_la_Superintendencia_de_Servicios_Publicos_y_Domiciliarios_estamos_indagando_acerca_de_como_estan_siendo_atendidas_sus_peticiones,_quejas_y/o_reclamos._Su_participacion_es_voluntaria_y_tanto_su_identidad,_como_las_respuestas_suministradas_seran_de_caracter_confidencial._Esta_encuesta_toma_alrededor_de_10_minutos,_¿estaria_dispuesto(a)_a_responder_unas_preguntas?","4._¿Autoriza_a_la_Superservicios_para_hacer_tratamiento_de_sus_datos_personales,_de_acuerdo_con_lo_establecido_en_la_Ley_1581_de_2012_y_la_Politica_de_tratamiento_de_datos_personales_de_la_entidad_publicada_en_https://www.superservicios.gov.co/Politica-de-tratamiento-de-datos?",Otro,8._Su_edad_se_encuentra_entre,9._Departamento,10._Municipio,11._Nombre_Punto_Atencion,12._Empresa,13._¿Por_que_motivo_viene_usted_hoy_a_este_punto_de_atencion?,Otro.1,14._Ud._visita_el_punto_de_atencion_¿Como?,Otro.2,15._¿Coincide_su_lugar_de_residencia_con_el_lugar_donde_esta_siendo_atendido?,16._Ud._Se_identifica_como,Otro.3,17._Pertenece_a_alguna_de_las_siguientes_etnias,Otro.4,18._¿Su_direccion_es_la_misma_que_registra_en_su_factura?,20._¿En_que_tipo_de_zona_vive_en_este_momento?,21._¿Cual_es_su_estado_civil_actualmente?,Otro.5,22._¿Cual_es_su_mayor_nivel_de_estudios?,Otro.6,23._Indiqueme_por_favor_si_el_lugar_en_el_que_vive_es:,Otro.7,24._¿Cual_es_su_principal_ocupacion,Otro.8,25._¿Cuantas_personas_actualmente_componen_su_hogar?,26._¿Cuanto_tiempo_le_toma_desde_su_lugar_de_vivienda_a_este_punto_de_atencion?,"27._Aproximadamente,_¿Cuanto_dinero_estima_que_sera_gastado_para_esta_diligencia?",Otro.9,28._¿A_que_servicio_refiere_su_visita_al_punto_de_atencion?,Otro.10,29._¿Que_tipo_de_gestion_llevara_a_cabo?,Otro.11,30._Su_inconformidad/solicitud_o_peticion_tiene_que_ver_con,Compartanos_si_considera_que_otra_razon_distinta_que_quiera_compartir_de_forma_muy_corta,"30.1_Como_su_respuesta_fue_facturacion,_indique",Otro.12,"30.1_Como_su_respuesta_fue_Prestacion_del_servicio,_indique",Otro.13,31._Como_califica_la_prestacion_del_servicio_por_parte_de_la_empresa,Otro.14,"32._En_este_momento,_¿ud_ya_fue_atendido?",32.1_Elija_la_escala_en_la_cual_se_encuentra_luego_de_ser_atendido,32.1_Elija_la_percepcion_que_tiene_en_este_momento,33._Frente_a_su_motivo_de_visita_al_punto_de_atencion_hubiera_preferido:,Otro.15,34.1._¿En_cuanto_tiempo_espera_una_respuesta_a_su_PQR?,34.1_¿En_cuanto_desearia_una_respuesta_a_su_PQR?,"35._Si_No_recibe_respuesta_a_su_solicitud_dentro_del_tiempo_estipulado,_¿Que_accion_tomaria?",Buscaria_otra_solucion._¿Cual?,36._Si_Ud._Recibe_una_respuesta_con_la_cual_NO_ESTA_DE_ACUERDO,Otro.16,"37._¿La_empresa_prestadora_de_servicio_le_explico_que,_si_USTED_no_esta_de_acuerdo_con_su_respuesta_puede_pedir_que_la_revisen_o_que_otra_autoridad_la_evalue?",Otro.17,38._Sobre_la_Superintendencia_de_Servicios_Publicos_Domiciliarios_(SSPD)_usted:,Otro.18,39._¿Que_tan_satisfecho_esta_con_la_atencion_brindada_en_este_punto?,40._¿tiene_su_factura_del_servicio_motivo_de_visita_a_la_mano?,CreationDate,EditDate,x,y,Duracion_(minutos)
d55e8cb90044,2024-11-28 14:58:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,VANTI,other,ME ESTAN HACIENDO EL COBRO DE UN SEGURO QUE YO NO ADQUIRI Y ME CORTARON MI SERVICIO INJUSTAMENTE,El dueno de la propiedad,,Si,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Basica secundaria,,Propia,,Trabajador(a) independiente,,4,Menos de 30 minutos,De $10.000 a $30.000,,Gas Natural,,Presentar una reclamacion,,Facturacion,nan,Hay un cobro desconocido,,nan,,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Creo que es la entidad que prov,,Insatisfecho,Si,2024-11-28 15:06:32.708,2024-11-28 15:06:32.708,-74.1732515927624,4.62813059609549,8.545133333333332
d55e8cb90044,2024-11-28 15:07:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ENEL,No estoy de acuerdo con el valo,,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Soltero/a,,Superior (incluye postgrado),,Propia,,Trabajador(a) independiente,,2,Menos de 30 minutos,Menos de $10.000,,Energia Electrica,,Presentar una reclamacion,,Facturacion,nan,Considero que me hicieron un co,,nan,,Buena,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,ESPERO ME RESPONDAN A MI SOLICITUD CON PRONTITUD YA QUE EL MES PASADO MI CONSUMO FUE DE 385 Y ESTE MES SE ME SUBIO DE LA NADA A 1383 ES UNA SUBIDA INAUDITA,Se que es la entidad encargada,,Neutral,Si,2024-11-28 15:18:09.238,2024-11-28 15:18:09.238,-74.1731059806987,4.62813065390308,11.15396666666667
d55e8cb90044,2024-11-28 15:20:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ENEL,No estoy de acuerdo con el valo,,Quien alquila la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,Union libre,,Basica secundaria,,Arrendada,,Trabajador(a) independiente,,3,Menos de 30 minutos,Menos de $10.000,,Energia Electrica,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Mala,,Si,"Fui atendido, la orientacion fu",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Creo que es la entidad que prov,,Insatisfecho,No,2024-11-28 15:27:15.155,2024-11-28 15:27:15.155,-74.1732191903674,4.62828236270516,7.252583333333333
d55e8cb90044,2024-11-28 15:27:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ACUEDUCTO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Basica secundaria,,Propia,,Cuidador(a) del hogar,,3,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que me hicieron un co,,nan,,Regular,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,ELLOS LO UNICO QUE SABEN ES ROBAR Y YA,Creo que es la entidad que prov,,Neutral,Si,2024-11-28 15:35:59.683,2024-11-28 15:35:59.683,-74.1732811786519,4.62818635408925,8.994716666666667
d55e8cb90044,2024-11-29 09:24:00.000,Si,SI AUTORIZO,,25 y 40 anos,"BOGOTA, D.C.","BOGOTA, D.C.",Aldana:,ENEL,other,SOLICITAR INFORMACION ACERCA DEL PAGO DE LA FACTURA,El dueno de la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,Soltero/a,,Superior (incluye postgrado),,Propia,,Empleado(a) en el sector privad,,3,Menos de 30 minutos,Menos de $10.000,,Energia Electrica,,Solicitar informacion,,Facturacion,nan,other,VENGO A SOLICITAR INFORMACION ACERCA DEL PAGO DE MI FACTURA,nan,,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Contactar Nuevamente,nan,other,SOLO VINE A SOLICITAR INFORMACION ACERCA DEL PAGO DE MI FACTURA,"Si, y me explicaron como hacerl",,Se que es la entidad encargada,,Satisfecho,Si,2024-11-29 09:36:13.107,2024-11-29 09:36:13.107,-74.1730876,4.6281897,12.21845
d55e8cb90044,2024-11-29 09:36:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",Aldana:,ENEL,No estoy de acuerdo con el valo,,El dueno de la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,Viudo/a,,Media,,Propia,,Trabajador(a) independiente,,2,Menos de 30 minutos,Menos de $10.000,,Aseo,,Presentar una reclamacion,,Facturacion,nan,other,CIUDAD LIMPIA DICE QUE YO SOY UNA GENERADORA POTENCIAL DE BASURA YA QUE MI PREDIO ES ESQUINERO Y HASTA ME HAN AMENAZADO NO ESTOY DE ACUERDO CON EL COBRO TAN ELEVADO,nan,,Regular,,No,nan,Estoy seguro de que resolvere e,Quiero asistir presencialmente,,nan,Menos de una semana,Contactar Nuevamente,nan,other,NO ESTOY DE ACUERDO CON EL COBRO TAN EXCESIVO EN EL ASEO MUCHAS VECES ES MAS CARO QUE EL CONSUMO,other,ESPERO UNA PRONTA SOLUCION ES UNA EMPRESA SUPER LADRONA Y ABUSIVA,Nunca habia escuchado sobre est,,Satisfecho,Si,2024-11-29 09:54:20.811,2024-11-29 09:54:20.811,-74.1731224524737,4.62816028139618,18.34685
d55e8cb90044,2024-11-29 09:54:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ENEL,other,EL CONTADOR NO ANDA NECESITO UNA VISITA CON URGENCIA,Quien alquila la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Basica secundaria,,Arrendada,,Cuidador(a) del hogar,,2,Menos de 30 minutos,Menos de $10.000,,Energia Electrica,,other,EL CONTADOR NO ANDA NECESITO UNA VISITA CON URGENCIA,Prestacion del servicio,nan,nan,,other,NECESITO UNA VISITA CON URGENCIA,Mala,,Si,No lograron atenderme,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Contactar Nuevamente,nan,other,EL CONTADOR NO GIRA,other,NO ESTOY DE ACUERDO CON LA ATENCION DEL LUGAR,Nunca habia escuchado sobre est,,Satisfecho,Si,2024-11-29 10:08:05.224,2024-11-29 10:08:05.224,-74.1731034993106,4.62807896200818,14.08706666666667
d55e8cb90044,2024-11-29 10:14:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ACUEX,No estoy de acuerdo con el valo,,El dueno de la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,Divorciado/a,,Basica secundaria,,Propia,,Pensionado(a),,1,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Regular,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Entre una semana y un mes,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,ESPERO UNA PRONTA SOLUCION NO ESTOY DE ACUERDO CON EL CAMBIO TAN COSTOSO Y EL ALZA EN EL SERVICIO,Se que es la entidad encargada,,Insatisfecho,Si,2024-11-29 10:29:32.690,2024-11-29 10:29:32.690,-74.173177280174,4.62812277407293,15.54483333333333
d55e8cb90044,2024-11-29 10:32:00.000,Si,SI AUTORIZO,,25 y 40 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ACUEDUCTO,other,ME QUITARON EL CONTADOR NO ME LO HAN DEVUELTO Y ME LLEGO LA FACTURA DE SEPTIEMBRE NOVIEMBRE POR 10 VECES MAS LO FACTURADO DE LAS ANTERIORES,Quien alquila la propiedad,,Si,Hombre,,Ninguno,,Si,Urbana,Soltero/a,,Basica primaria,,Arrendada,,Empleado(a) en el sector privad,,1,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Mala,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,ESPERO ME DEN UNA PRONTA SOLUCION YA QUE NO ESTOY DE ACUERDO CON EL ROBO QUE HACE LA EMPRESA CON NOSOTROS LOS USUARIOS ESO ES NEGOCIO ESTAR QUITANDO LOS CONTADORES,Se que es la entidad encargada,,Insatisfecho,Si,2024-11-29 10:45:24.275,2024-11-29 10:45:24.275,-74.1731807549408,4.62834501150684,13.40458333333333
d55e8cb90044,2024-11-29 11:00:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ENEL,No estoy de acuerdo con el valo,,Quien alquila la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Basica primaria,,Arrendada,,Cuidador(a) del hogar,,3,Menos de 30 minutos,Menos de $10.000,,Energia Electrica,,Presentar una reclamacion,,Facturacion,nan,Considero que me hicieron un co,,nan,,Mala,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,NO ESTOY DE ACUERDO,Creo que es la entidad que prov,,Insatisfecho,Si,2024-11-29 11:10:01.528,2024-11-29 11:10:01.528,-74.1731822169738,4.62834417537244,10.02546666666667
bc56d6da002d,2024-11-29 11:10:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ENEL,other,ENEL NO DEBERIA DARLE CREDITO A CUALQUIER PEESONA PORQUE LAS DEUDAS Y EL PROBLEMA LE QUEDAN AL PROPIETARIO DEL INMUEBLE,Persona autorizada para actuar,,No,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Basica secundaria,,Propia,,Pensionado(a),,1,Menos de 30 minutos,Menos de $10.000,,Energia Electrica,,Presentar una reclamacion,,Facturacion,nan,other,NO ESTOY DE ACUERDO CON QUE ENEL LE DE CREDITOS A CUALQUIER PERSONA QUE SEA PROPIETARIO DEL INMUEBLEI,nan,,Mala,,Si,"Fui atendido, pero no entendi l",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Creo que es la entidad que prov,,Insatisfecho,Si,2024-11-29 11:32:17.354,2024-11-29 11:32:17.354,-74.1733521842168,4.62817897524001,22.28923333333334
d55e8cb90044,2024-11-29 11:33:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ENEL,No estoy de acuerdo con el valo,,El dueno de la propiedad,,Si,Hombre,,Ninguno,,Si,Urbana,Soltero/a,,Media,,Propia,,Empleado(a) en el sector public,,2,Menos de 30 minutos,Menos de $10.000,,Energia Electrica,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Mala,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,ESPERO ME DEN UNA PRONTA SOLUCION YA QUE EL RECIBO SE ME DISPARO DE LA NADA SON UNOS ABUSIVOS,Se que es la entidad encargada,,Insatisfecho,Si,2024-11-29 11:50:04.168,2024-11-29 11:50:04.168,-74.1731438520698,4.62810599262269,17.06946666666666
dbc310affd0d,2024-11-29 11:50:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ENEL,other,VENGO A SOLICITAR INFORMACION DEL PAGO DE MIS DOS ULTIMAS FACTURAS,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Soltero/a,,Basica secundaria,,Propia,,Cuidador(a) del hogar,,1,Entre una hora y dos horas,De $10.000 a $30.000,,Energia Electrica,,Solicitar informacion,,Facturacion,nan,other,VENGO A SOLICITAR COPIA DE MIS DOS FACTURAS ANTERIORES,nan,,Regular,,No,nan,Estoy seguro de que resolvere e,Quiero asistir presencialmente,,nan,Menos de una semana,Contactar Nuevamente,nan,other,VENGO A SOLICITAR COPIA DE MIS DOS FACTURAS ANTERIORES,other,VENGO A SOLICITAR COPIA DE MIS DOS FACTURAS ANTERIORES,Se que es la entidad encargada,,Neutral,Si,2024-11-29 12:01:56.885,2024-11-29 12:01:56.885,-74.1731727738151,4.62818922861262,11.94808333333333
d55e8cb90044,2024-11-29 12:04:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,VANTI,other,NOS CORTARON EL SERVICIO DEL GAS DE UN LOCAL DONDE LLEGA EN 0 DONDE NO SE UTILIZA Y SOLO POR COBRAR LA RECONEXION ESE ES EL NEGOCIAZO QUE TIENEN ESTAS EMPRESAS SON UNOS ABUSIVOS,Quien alquila la propiedad,,Si,Hombre,,Ninguno,,Si,Urbana,Union libre,,Basica primaria,,Arrendada,,Trabajador(a) independiente,,0,Menos de 30 minutos,Menos de $10.000,,Gas Natural,,Presentar una reclamacion,,Prestacion del servicio,nan,nan,,other,NOS QUITARON EL SERVICIO SIN AVISAR SON UNOS ABUSIVOS ATREVIDOS EN UN LOCAL DONDE NO AY NADA NO SE CONSUME,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,ESPERO ME DEN UNA PRONTA SOLUCION YA QUE NOS ESTAN COBRANDO POR UN LOCAL DONDE NO VIVE NADIE NO AY CONSUMO,Se que es la entidad encargada,,Insatisfecho,Si,2024-11-29 12:16:20.886,2024-11-29 12:16:20.886,-74.1731444429625,4.62822384630581,12.3481
d55e8cb90044,2024-11-29 12:18:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ACUEDUCTO,No estoy de acuerdo con el valo,,Quien alquila la propiedad,,Si,Hombre,,Ninguno,,Si,Urbana,Union libre,,Basica primaria,,Propia,,Trabajador(a) independiente,,3,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Se que es la entidad encargada,,Insatisfecho,Si,2024-11-29 12:41:28.975,2024-11-29 12:41:28.975,-74.1730920853477,4.62819180529999,23.48291666666666
25d5f53eadc1,2024-11-29 12:58:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ENEL,other,DESDE EL 11 DE JULIO ESTAN PROGRAMANDO LA VISITA POR INVERSION DE MEDIDORES CASO EN EL CUAL ENEL NO HA DADO NINGUNA RESPUESTA Y MENOS NINGUNA SOLUCIONT,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Superior (incluye postgrado),,Propia,,Trabajador(a) independiente,,1,Entre 30 minutos a 60 minutos,Menos de $10.000,,Energia Electrica,,Presentar una reclamacion,,Prestacion del servicio,nan,nan,,other,TENGO CONTADORES INVERTIDOS Y NO ME HAN DADO NINGUNA SOLUCION A MI VECINA LE COBRAN MI CONSUMO Y A MI ME COBRAN EL CONSUMO DE ELLA ES EL COLMO YA TANTO TIEMPO QUE LLEVO EN ESTAS,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Se que es la entidad encargada,,Insatisfecho,Si,2024-11-29 13:25:14.556,2024-11-29 13:25:14.556,-74.1732588724156,4.62820769265558,27.2426
d55e8cb90044,2024-11-29 13:25:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ACUEDUCTO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Media,,Propia,,Empleado(a) en el sector privad,,4,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Se que es la entidad encargada,,Neutral,Si,2024-11-29 13:31:33.540,2024-11-29 13:31:33.540,-74.1731213803849,4.62827082013777,6.559
d55e8cb90044,2024-11-29 13:31:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ENEL,other,COMO ES POSIBLE QUE VENGAN A COBRAR SERVICIOS EN UN PREDIO DONDE NO AY CONSUMO ESO ES INAUDITO,Persona autorizada para actuar,,Si,Mujer,,Ninguno,,Si,Urbana,Soltero/a,,Basica secundaria,,Propia,,Cuidador(a) del hogar,,1,Menos de 30 minutos,Menos de $10.000,,Energia Electrica,,Presentar una reclamacion,,Facturacion,nan,other,COMO SE ATREVEN A COBRAR POR UN PREDIO QUE SE ENCUENTRA VACIO SON UNOS ATREVIDOS O QUE CLASE DE TRABAJADORES CORRUPTOS,nan,,Mala,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,other,QUE COLMO ESTAS EMPRESAS COBRAR POR UN PREDIO VACIO,"Si, pero no me dieron mas detal",,Se que es la entidad encargada,,Insatisfecho,Si,2024-11-29 13:44:19.505,2024-11-29 13:44:19.505,-74.1731425876879,4.62820440694089,13.32508333333333
d55e8cb90044,2024-11-29 13:51:00.000,Si,SI AUTORIZO,,25 y 40 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,VANTI,other,TENGO UN COBRO UN COBRO QUE DESCONOZCO EN MI FACTURA,Persona autorizada para actuar,,No,Mujer,,Ninguno,,Si,Urbana,Union libre,,Basica secundaria,,Propia,,Empleado(a) en el sector privad,,2,Menos de 30 minutos,Menos de $10.000,,Gas Natural,,Presentar una reclamacion,,Facturacion,nan,Hay un cobro desconocido,,nan,,Buena,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,ESPERO UNA PRONTA SOLUCION YA QUE YO NO SOLICITE ESE SEGURO QUE ME ESTAN COBRANDO,Se que es la entidad encargada,,Neutral,Si,2024-11-29 14:00:09.976,2024-11-29 14:00:09.976,-74.1730024227615,4.62828786033608,9.166266666666667
d55e8cb90044,2024-11-29 14:03:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,VANTI,No estoy de acuerdo con el valo,,El dueno de la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Basica secundaria,,Propia,,Pensionado(a),,3,Menos de 30 minutos,Menos de $10.000,,Gas Natural,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Contactar Nuevamente,nan,Elevaria una queja a una autori,,other,NO ESTOY DE ACUERDO CON EL ALZA EN EL SERVICIO ES EL COLMO DEL ROBO HACIA EL USUARIO UN INCREMENTO DE LA NADA,Creo que es la entidad que prov,,Insatisfecho,Si,2024-11-29 14:12:14.005,2024-11-29 14:12:14.005,-74.1732994316534,4.62829729584394,9.233416666666667
d55e8cb90044,2024-11-29 14:12:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ENEL,other,LA FACTURA ME LLEGO POR UN VALOR Y CUANDO FUI A PAGARLO ME SALIO OTRO VALOR,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Viudo/a,,Basica secundaria,,Propia,,Cuidador(a) del hogar,,2,Entre 30 minutos a 60 minutos,Menos de $10.000,,Energia Electrica,,Presentar una reclamacion,,Facturacion,nan,other,LA FACTURA ME LLEGO POR UN VALOR Y CUANDO LO FUI A PAGAR ME SALIO OTRO VALOR,nan,,Regular,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Neutral,Si,2024-11-29 14:23:37.528,2024-11-29 14:23:37.528,-74.1731981639435,4.62818147343144,11.62546666666667
d55e8cb90044,2024-11-29 14:40:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ENEL,other,ME HICIERON LA SUSPENSION DEL SERVICIO LA FACTURA NO ME LLEGA,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Urbana,Union libre,,Basica primaria,,Propia,,Trabajador(a) independiente,,7,Menos de 30 minutos,Menos de $10.000,,Gas Natural,,Presentar una reclamacion,,Prestacion del servicio,nan,nan,,other,ME CORTARON EL SERVICIO Y SE LLEVARON EL CONTADOR,Mala,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,SE LLEVARON EL CONTADOR SIN AUTORIZACION,Nunca habia escuchado sobre est,,Insatisfecho,Si,2024-11-29 14:48:07.880,2024-11-29 14:48:07.880,-74.1732443548895,4.62819208265009,8.131333333333334
d55e8cb90044,2024-11-29 14:50:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE AMERICAS,ACUEDUCTO,No he recibido la factura,,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Urbana,Union libre,,Basica primaria,,Propia,,Trabajador(a) independiente,,3,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,other,NO ME LLEGA LA FACTURA FISICA AY PERSONAS QUE NO SABEMOS DE TECNOLOGIA Y NOS QUEDA DIFICIL IMPRIMIRLA,nan,,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,other,SOLICITO ME LLEGUE LA FACTURA FISICA YA QUE SOMOS DE LA TERCERA EDAD Y NO SABEMOS DE TECNOLOGIA,other,ESPERO UNA PRONTA SOLUCION Y QUE SE PONGAN EN EL LUGAR DE LOS MAS VIEJITOS,Nunca habia escuchado sobre est,,Insatisfecho,Si,2024-11-29 15:00:10.241,2024-11-29 15:00:10.241,-74.1732536402194,4.62817567196862,10.17068333333333
